UnitNumber,Name,Model,PV,Type,Size,Move,Role,Skill,Short,ShortMin,Medium,MediumMin,Long,LongMin,Extreme,ExtremeMin,Overheat,Armor,Structure,Threshold,Specials,Image
4391,JagerMech,JM7-F,38,BM,3,"8""",,,5,false,5,false,0,false,0,false,0,7,3,0,"CASE,ECM",https://i.ibb.co/4PdgF4m/jagermech-rg.png
4392,JagerMech,JM7-G,32,BM,3,"8""",,,3,false,3,false,2,false,0,false,0,7,3,0,"CASE,FLK0*/0*/0*",https://i.ibb.co/4PdgF4m/jagermech-rg.png
4397,Jengiz,E,60,AF,3,5a,,,7,false,7,false,6,false,6,false,0,9,4,3,"BOMB3,ECM,ENE,FUEL16,PNT1,REAR0*/0*/-,SPC,VSTOL",https://i.ibb.co/9cNPfj5/jengiz-3055u.jpg
4398,Jengiz,X,65,AF,3,5a,,,8,false,8,false,6,false,0,false,0,9,4,3,"BOMB3,ECM,FUEL16,LPRB,RCN,REAR1/1/-,SPC,VSTOL,WAT",https://i.ibb.co/9cNPfj5/jengiz-3055u.jpg
4403,"JI-50 ""Jifty"" Transportable Field Repair Unit",JI-50,6,SV,2,"8""t",,,0,false,0,false,0,false,0,false,0,2,3,0,"BAR,CT20",https://i.ibb.co/n0Zv8pq/ji-50-3075.png
4404,"JI-50 ""Jifty"" Transportable Field Repair Unit",JI-50 (MG),4,SV,2,"8""t",,,0,false,0,false,0,false,0,false,0,2,3,0,"BAR,CT20",https://i.ibb.co/n0Zv8pq/ji-50-3075.png
4405,"JI-50 ""Jifty"" Transportable Field Repair Unit",JI-50 (Hoist),6,SV,2,"8""t",,,0,false,0,false,0,false,0,false,0,2,3,0,"BAR,CT17",https://i.ibb.co/n0Zv8pq/ji-50-3075.png
4406,"JI-50 ""Jifty"" Transportable Field Repair Unit",JI-50 (ML),8,SV,2,"8""t",,,1,false,1,false,0,false,0,false,0,2,3,0,"BAR,CT13,ENE",https://i.ibb.co/n0Zv8pq/ji-50-3075.png
4407,"JI-50 ""Jifty"" Transportable Field Repair Unit",JI-50 (Q-Vehicle),20,SV,2,"8""t",,,5,false,5,false,0,false,0,false,0,2,3,0,"BAR,SRM5/5",https://i.ibb.co/n0Zv8pq/ji-50-3075.png
4416,Kalki Cruise Missile Launcher, ,50,CV,4,"4""t",,,0,false,0,false,0,false,0,false,0,4,11,0,"ARTCM5-1,FC,HTC,SRCH,TUR(0*/0*/-)",https://i.ibb.co/F87GPL6/kalki-cruise-missile-launcher.png
4447,King Karnov Transport,KC-9,8,SV,3,3a,,,0,false,0,false,0,false,0,false,0,3,2,1,"ATMO,BAR,CT76D1,ENE,FC,LG,VSTOL",https://i.ibb.co/3Bj0MjV/king-karnov-transport-va.png
4450,Kirghiz,E,66,AF,3,5a,,,8,false,7,false,7,false,0,false,0,9,5,3,"BOMB3,ECM,FLK5/5/5,FUEL20,PRB,RCN,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/4tTXHMx/kirghiz-3055u.png
4454,Kobold Battle Armor,[MicroGL/Flamer] (Sqd4),14,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC,STL",https://i.ibb.co/TB9z752/kobold-3075.png
4455,Kobold Battle Armor,[MicroGL/SPL] (Sqd4),14,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC,STL",https://i.ibb.co/TB9z752/kobold-3075.png
4456,Kobold Battle Armor,[MicroGL/TAG] (Sqd4),15,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,LTAG,MEC,STL",https://i.ibb.co/TB9z752/kobold-3075.png
4457,Kobold Battle Armor,[SL/Flamer] (Sqd4),15,BA,1,"6""j",,,2,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC,STL",https://i.ibb.co/TB9z752/kobold-3075.png
4458,Kobold Battle Armor,[SL/TAG] (Sqd4),16,BA,1,"6""j",,,2,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,LTAG,MEC,STL",https://i.ibb.co/TB9z752/kobold-3075.png
4463,Kraken (Bane),XR,52,BM,4,"6""",,,5,false,5,false,5,false,0,false,1,10,5,0,"CASEII,OVL,RFA",https://i.ibb.co/qWZkW8B/kraken-xr-xtr.png
4465,Krise PA(L),(Sqd4),10,BA,1,"6""j",,,0,false,0,false,0,false,0,false,0,0,2,0,"CAR4,MEC,RCN,SRCH",https://i.ibb.co/1zGZtZL/resgate-krise-trva.png
4471,Lancer,LX-2,32,AF,2,7a,,,3,false,3,false,1,false,0,false,0,5,4,2,"BOMB2,FUEL20,SPC,VSTOL",https://i.ibb.co/cCxW8KX/lancer-3067.png
4472,Lancer,LX-2A,32,AF,2,7a,,,3,false,3,false,1,false,0,false,0,5,4,2,"BOMB2,ENE,FUEL24,SPC,VSTOL",https://i.ibb.co/cCxW8KX/lancer-3067.png
4478,Lao Hu,LHU-2B,38,BM,3,"10""",,,3,false,3,false,2,false,0,false,0,7,3,0,"FLK1/1/-,IF1",https://i.ibb.co/RQQdHBc/lao-hu-3067.png
4479,Lao Hu,LHU-3B,46,BM,3,"10""",,,2,false,3,false,3,false,0,false,0,7,3,0,"C3M,FLK1/1/1,IF1,MHQ5,TAG",https://i.ibb.co/RQQdHBc/lao-hu-3067.png
4480,Lao Hu,LHU-3C,43,BM,3,"10""",,,3,false,4,false,4,false,0,false,0,7,3,0,IF1,https://i.ibb.co/RQQdHBc/lao-hu-3067.png
4488,Legacy,LGC-01,48,BM,4,"6""j",,,4,false,4,false,3,false,0,false,2,8,6,0,"C3I,CASE,MHQ2",https://i.ibb.co/ygDkyVG/legacy-3067.png
4489,Legacy,LGC-02,49,BM,4,"6""j",,,3,false,4,false,3,false,0,false,2,8,6,0,"C3I,CASE,IF2,LRM1/2/2,MHQ2",https://i.ibb.co/ygDkyVG/legacy-3067.png
4490,Legacy,LGC-03,45,BM,4,"8""/6""j",,,3,false,4,false,3,false,0,false,2,8,4,0,"C3I,CASE,MHQ2",https://i.ibb.co/ygDkyVG/legacy-3067.png
4491,Legionnaire,LGN-2F,39,BM,2,"14""",,,3,false,3,false,0,false,0,false,0,5,2,0,RFA,https://i.ibb.co/Vm74NGv/legionnaire-xtr.png
4502,Leviathan JumpShip, ,51,JS,3,200,,,0,false,0,false,0,false,0,false,0,25,1,5,"CK1.2,DT8,KF,ST4D2",https://i.ibb.co/6YNLtWm/odyssey-3057.png
4506,Lexan Surveillance VTOL, ,17,SV,2,"30""v",,,1,false,0,false,0,false,0,false,0,1,1,0,"AECM,ATMO,ENE,RCN",https://i.ibb.co/8MC6K8F/lexan-proto.png
4512,Lightning,LTN-G14,27,AF,2,5a,,,3,false,3,false,0,false,0,false,0,4,3,2,"BOMB2,FUEL20,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/RhmCwxm/lightning-3075.png
4513,Lightning,LTN-G15,34,AF,2,6a,,,4,false,4,false,0,false,0,false,0,6,3,2,"BOMB2,FUEL20,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/RhmCwxm/lightning-3075.png
4514,Lightning,LTN-G16D,37,AF,2,6a,,,4,false,4,false,2,false,0,false,1,6,3,2,"BOMB2,FUEL20,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/RhmCwxm/lightning-3075.png
4515,Lightning,LTN-G16L,34,AF,2,6a,,,4,false,4,false,0,false,0,false,0,6,3,2,"BOMB2,FUEL20,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/RhmCwxm/lightning-3075.png
4516,Lightning,LTN-G16O,36,AF,2,6a,,,4,false,4,false,0,false,0,false,0,6,3,2,"BOMB2,FLK1/1/-,FUEL20,PNT2,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/RhmCwxm/lightning-3075.png
4517,Lightning,LTN-G16S,40,AF,2,6a,,,5,false,5,false,1,false,0,false,0,6,3,2,"BOMB2,FUEL20,PNT2,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/RhmCwxm/lightning-3075.png
4518,Lightning,LTN-G16T,31,AF,2,6a,,,4,false,4,false,0,false,0,false,0,4,3,2,"BOMB2,FUEL20,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/RhmCwxm/lightning-3075.png
4519,Lightray,LGH-4W,44,BM,2,"14""",,,3,false,3,false,0,false,0,false,0,6,3,0,ENE,https://i.ibb.co/q1qXggN/lightray-3067.png
4520,Lightray,LGH-4Y,44,BM,2,"14""",,,3,false,3,false,0,false,0,false,0,6,3,0,,https://i.ibb.co/q1qXggN/lightray-3067.png
4521,Lightray,LGH-5W,46,BM,2,"14""",,,3,false,3,false,2,false,0,false,0,6,3,0,ENE,https://i.ibb.co/q1qXggN/lightray-3067.png
4523,Linebacker,F,45,BM,3,"12""",,,5,false,5,false,2,false,0,false,0,6,4,0,"CASE,OMNI,SNARC,SRM3/3",https://i.ibb.co/tQMGwwY/linebacker-rg.png
4528,Lobo, ,32,BM,2,"12""",,,4,false,3,false,2,false,0,false,2,4,2,0,"AMS,CASE",https://i.ibb.co/hL0P50p/lobo-3067.png
4529,Heavy Forester,HFL-1 LoggerMech,9,IM,3,"6""",,,0,false,0,false,0,false,0,false,0,3,5,0,"BAR, BFC, CT4, EE, ENE, ES, MEL, SAW, SRCH",https://i.ibb.co/2vn5H87/heavy-lifter-irreg.png
4541,Lucifer III,LCR-3,49,AF,2,5a,,,2,false,3,false,2,false,2,false,0,13,3,5,"BOMB2,FUEL20,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/LNCXqk8/lucifer-iii.png
4545,Lumberjack,LM1/A,7,IM,3,"6""",,,0,false,0,false,0,false,0,false,0,1,5,0,"BAR,BFC,CT8,EE,ENE,MEL,SAW",https://i.ibb.co/qp0Yr72/lumberjack-trva.png
4556,Mackie,MSK-7A,47,BM,4,"6""",,,3,false,4,false,1,false,0,false,1,10,8,0,AC1/1/-,https://i.ibb.co/0qWznjB/mackie-pc.png
4561,Mad Cat III, ,43,BM,2,"12""",,,5,false,4,false,4,false,0,false,3,5,3,0,"CASE,IF2",https://i.ibb.co/yPWdWN8/mad-cat-iii-proto.png
4562,Mad Cat III,2,40,BM,2,"12""",,,6,false,4,false,0,false,0,false,1,6,3,0,CASE,https://i.ibb.co/yPWdWN8/mad-cat-iii-proto.png
4563,Mad Cat III,X,48,BM,2,"12""",,,5,false,5,false,4,false,0,false,1,6,3,0,"CASE,CR,IF2",https://i.ibb.co/yPWdWN8/mad-cat-iii-proto.png
4564,Mad Cat Mk II,(Enhanced),56,BM,4,"6""/8""j",,,4,false,4,false,4,false,0,false,1,13,5,0,"CASE,CR,IF1,LRM1/1/1",https://i.ibb.co/QNgDSZ5/mad-cat-mk-ii-enhanced-proto.png
4565,Mad Cat Mk II, ,54,BM,4,"8""/6""j",,,7,false,7,false,5,false,0,false,0,8,5,0,"CASE,IF1,LRM1/1/1",https://i.ibb.co/LR5zcDM/mad-cat-mk-ii-3067.png
4568,Main Gauche Light Support Tank,(C3),17,CV,1,"8""t",,,1,false,2,false,1,false,0,false,0,3,2,0,"C3S,MHQ1,SRCH",https://i.ibb.co/V28qHqq/main-gauche-3067.png
4569,Main Gauche Light Support Tank, ,13,CV,1,"8""t",,,1,false,1,false,1,false,0,false,0,3,2,0,SRCH,https://i.ibb.co/V28qHqq/main-gauche-3067.png
4570,Main Gauche Light Support Tank,(XL),16,CV,1,"12""t",,,1,false,1,false,1,false,0,false,0,3,2,0,SRCH,https://i.ibb.co/V28qHqq/main-gauche-3067.png
4573,Malaika,BAM-1A1,27,AF,2,7a,,,2,false,2,false,1,false,0,false,0,4,4,2,"BOMB2,FUEL16,REAR0*/0*/-,SPC,VSTOL",https://i.ibb.co/RDR3Q10/malaika-xtr.png
4581,Manta Fast Attack Submarine, ,30,CV,2,"14""s",,,1,false,1,false,1,false,0,false,0,5,2,0,"SRCH,TOR1/1/-",https://i.ibb.co/LStpKMx/manta-3085.png
4584,Manteuffel Attack Tank,A,44,CV,3,"10""t",,,5,false,5,false,0,false,0,false,0,7,4,0,"C3S,CASE,MHQ1,OMNI,SRCH,TUR(3/3/-)",https://i.ibb.co/5BcYLm3/manteuffel-3067.png
4585,Manteuffel Attack Tank,B,34,CV,3,"10""t",,,3,false,3,false,1,false,0,false,0,7,4,0,"CASE,OMNI,SRCH,TUR(1/1/-)",https://i.ibb.co/5BcYLm3/manteuffel-3067.png
4586,Manteuffel Attack Tank,Prime,42,CV,3,"10""t",,,4,false,4,false,0,false,0,false,0,7,4,0,"C3S,CASE,ECM,MHQ1,OMNI,SRCH,TUR(4/4/-)",https://i.ibb.co/5BcYLm3/manteuffel-3067.png
4594,Marco,MR-6 ExplorerMech,10,IM,1,"8""",,,0,false,0,false,0,false,0,false,0,2,3,0,"BFC,ENE,MHQ4,SEAL,SRCH",https://i.ibb.co/56xWMD0/marco-trva.png
4595,Marco,MR-7 ExplorerMech,10,IM,1,"8""",,,0,false,0,false,0,false,0,false,0,2,3,0,"BFC,CT1,ENE,MHQ2,RCN,RSD1,SEAL",https://i.ibb.co/56xWMD0/marco-trva.png
4596,Marco,MR-8C ExplorerMech,7,IM,1,"8""/6""j",,,0,false,0,false,0,false,0,false,0,2,3,0,"BFC,CT2,ENE,SEAL,SRCH",https://i.ibb.co/56xWMD0/marco-trva.png
4602,Marsden MBT,I,13,SV,2,"6""t",,,2,false,2,false,1,false,0,false,0,3,4,0,"AFC,BAR,EE,TUR(1/1/1)",https://i.ibb.co/18vK3Wr/marsden-3075.png
4624,Mercury,MCY-98,19,BM,1,"16""",,,2,false,1,false,0,false,0,false,0,2,2,0,ENE,https://i.ibb.co/SdyFM0N/mercury-rg.png
4628,Merkava Heavy Tank,Mk VII,17,SV,2,"6""t",,,2,false,2,false,2,false,0,false,0,5,4,0,"AFC,BAR,IF1,TUR(2/2/2,IF1)",https://i.ibb.co/8xtsRFZ/merkava-3075.png
4640,Minion Advanced Tactical Vehicle, ,25,CV,1,"18""h",,,2,false,2,false,0,false,0,false,0,3,1,0,"C3S,ENE,MHQ1,SRCH",https://i.ibb.co/CJzYHRP/minion-3067.png
4641,Minion Advanced Tactical Vehicle,(TAG),23,CV,1,"18""h",,,2,false,2,false,0,false,0,false,0,3,1,0,"ENE,SRCH,TAG",https://i.ibb.co/CJzYHRP/minion-3067.png
4642,Minion Advanced Tactical Vehicle,(Targeting Computer),23,CV,1,"18""h",,,2,false,2,false,0,false,0,false,0,3,1,0,"ENE,SRCH",https://i.ibb.co/CJzYHRP/minion-3067.png
4643,Minotaur,P2,11,PM,1,"6""",,,2,false,1,false,0,false,0,false,0,2,1,0,MCS,https://i.ibb.co/M9dG9wj/minotaur-proto.png
4644,Minotaur,XP,11,PM,1,"6""",,,2,false,1,false,0,false,0,false,0,2,1,0,,https://i.ibb.co/CtKgHDj/minotaur-3060.png
4645,Minsk,MNK-101,50,BM,3,"6""",,,6,false,6,false,4,false,0,false,0,7,6,0,"CASE,IF1,PRB,RCN,SRM2/2",https://i.ibb.co/Ny2xTks/minsk.png
4655,Mongoose,MON-68,21,BM,1,"14""",,,1,false,1,false,0,false,0,false,0,3,2,0,ENE,https://i.ibb.co/WvKsqBs/mongoose-rg.png
4656,Mongoose,MON-69,27,BM,1,"16""",,,2,false,2,false,0,false,0,false,0,3,2,0,,https://i.ibb.co/WvKsqBs/mongoose-rg.png
4663,Moray Heavy Attack Submarine, ,46,CV,4,"6""s",,,1,false,1,false,0,false,0,false,0,11,7,0,"CASE,TOR3/4/2,TUR(1/1/-,TOR2/2/1)",https://i.ibb.co/Z60XSF8/moray-3085.png
4669,Morningstar City Command Vehicle,(Company Command),31,CV,3,"10""w",,,2,false,1,false,1,false,0,false,0,5,3,0,"C3M2,ECM,IT4,MHQ10,SRCH,TAG,TUR(1/1/1)",https://i.ibb.co/QvkgwJn/morningstar-3067.png
4670,Morningstar City Command Vehicle,(Laser),23,CV,3,"10""w",,,2,false,2,false,0,false,0,false,0,5,3,0,"AC1/1/-,IT4,SRCH,TUR(2/2/-,AC1/1/-)",https://i.ibb.co/QvkgwJn/morningstar-3067.png
4671,Morningstar City Command Vehicle, ,30,CV,3,"10""w",,,2,false,2,false,0,false,0,false,0,5,3,0,"AC1/1/-,C3M,IT4,MHQ5,SRCH,TAG,TUR(2/2/-,AC1/1/-)",https://i.ibb.co/QvkgwJn/morningstar-3067.png
4673,Morrigu Fire Support Vehicle,(Laser),29,CV,4,"6""t",,,3,false,3,false,3,false,0,false,0,6,4,0,"ENE,SRCH,TUR(3/3/3)",https://i.ibb.co/TrrSckx/morrigu-3067.png
4674,Morrigu Fire Support Vehicle, ,42,CV,4,"6""t",,,5,false,5,false,4,false,0,false,0,7,4,0,"CASE,ECM,IF2,LRM2/2/2,SRCH,TUR(4/4/4,LRM2/2/2,IF2)",https://i.ibb.co/TrrSckx/morrigu-3067.png
4687,Musketeer Hover Tank,(Armor),36,CV,2,"14""h",,,2,false,2,false,1,false,0,false,0,6,3,0,"CASE,EE,SRCH,TAG,TUR(2/2/1)",https://i.ibb.co/D1dDdNJ/musketeer-3067.png
4688,Musketeer Hover Tank, ,34,CV,2,"14""h",,,3,false,3,false,0,false,0,false,0,4,3,0,"CASE,EE,SRCH,TAG,TUR(3/3/-)",https://i.ibb.co/D1dDdNJ/musketeer-3067.png
4689,Myrmidon Medium Tank,(Anti-Infantry),23,CV,2,"10""t",,,2,false,2,false,1,false,0,false,0,5,2,0,"SRCH,TUR(2/2/1)",https://i.ibb.co/zrBYnyC/myrmidon-proto.png
4690,Myrmidon Medium Tank,P (Tate),22,CV,2,"10""t",,,2,false,2,false,0,false,0,false,0,5,2,0,"SRCH,TUR(2/2/-)",https://i.ibb.co/hXRQFZW/myrmidon-3060.png
4700,Nephilim Assault Battle Armor,(Capture Team) [HMG] (Sqd4),21,BA,1,"4""f",,,2,false,0,false,0,false,0,false,0,2,2,0,"BTAS1,CAR4,IF0*,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png
4702,Nephilim Assault Battle Armor,(Gauss) (Sqd4),23,BA,1,"4""f",,,2,false,2,false,0,false,0,false,0,2,2,0,"CAR4,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png
4703,Nephilim Assault Battle Armor,(Narc) (Sqd4),20,BA,1,"4""f",,,1,false,1,false,0,false,0,false,0,2,2,0,"CAR4,CNARC,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png
4704,Nephilim Assault Battle Armor,(Seeker) [MG] (Sqd4),25,BA,1,"4""f",,,2,false,2,false,0,false,0,false,0,2,2,0,"CAR4,MAS,RCN,SRCH",https://i.ibb.co/hyt6Pk2/nephilim-3075.png
4706,Nephilim Assault Battle Armor,(Support) (Sqd4),27,BA,1,"4""f",,,4,false,3,false,0,false,0,false,0,2,2,0,"CAR4,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png
4707,Nephilim Assault Battle Armor,[Plasma] (Sqd4),21,BA,1,"4""f",,,1,false,1,false,0,false,0,false,0,2,2,0,"CAR4,HT1/1/-,MAS",https://i.ibb.co/hyt6Pk2/nephilim-3075.png
4709,Neptune Submarine,(LRT),35,CV,4,"6""s",,,0,false,0,false,0,false,0,false,0,8,4,0,"EE,SEAL,SRCH,TOR3/4/3",https://i.ibb.co/HBXs62B/neptune-submarine-3039.png
4710,Neptune Submarine,(SRT),37,CV,4,"6""s",,,0,false,0,false,0,false,0,false,0,8,4,0,"EE,SEAL,SRCH,TOR5/5/1",https://i.ibb.co/HBXs62B/neptune-submarine-3039.png
4711,Neptune Submarine, ,33,CV,4,"6""s",,,1,false,1,false,0,false,0,false,0,8,4,0,"EE,SEAL,SRCH,TOR2/3/1",https://i.ibb.co/HBXs62B/neptune-submarine-3039.png
4716,Nifty Transportable Field Repair Unit, ,6,SV,2,"6""t",,,0,false,0,false,0,false,0,false,0,2,3,0,"BAR,BFC,CT19,EE",https://i.ibb.co/n0Zv8pq/ji-50-3075.png
4718,Nighthawk PA(L),Mk. XXI (Sqd4),10,BA,1,"6""j",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,LECM,MEC,STL",https://i.ibb.co/H2hCG3n/nighthawk-3075.png
4719,Nighthawk PA(L),Mk. XXII (Sqd4),10,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC,STL",https://i.ibb.co/H2hCG3n/nighthawk-3075.png
4720,Nighthawk PA(L),Mk. XXX (Sqd4),10,BA,1,"6""j",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC,STL",https://i.ibb.co/H2hCG3n/nighthawk-3075.png
4721,Nighthawk PA(L),Mk. XXX (Bounty Hunter) (Sqd4),6,BA,1,"6""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC",https://i.ibb.co/H2hCG3n/nighthawk-3075.png
4723,Nightstar,NSR-9J (Brubaker),55,BM,4,"6""",,,6,false,6,false,6,false,0,false,1,10,4,0,OVL,https://i.ibb.co/9ZBKSS3/nightstar-rg.png
4725,Nike Air Defense Platform, ,14,SV,2,"6""t",,,1,false,2,false,2,false,0,false,0,4,5,0,"AFC,BAR,FC,FLK0*/1/1,TUR(1/2/2,FLK0*/1/1)",https://i.ibb.co/2jmZgC6/partisan-3039.png
4726,Ninja-To,NJT-2,39,BM,3,"12""",,,3,false,3,false,2,false,0,false,1,6,3,0,"C3S,CASE,MHQ1",https://i.ibb.co/NZsnZFQ/ninja-to-3067.png
4727,Ninja-To,NJT-3,40,BM,3,"12""",,,3,false,3,false,2,false,0,false,0,7,3,0,"C3S,ENE,MHQ1",https://i.ibb.co/NZsnZFQ/ninja-to-3067.png
4728,Nishikigoi Support Aircraft,Koi,58,SV,3,"12""g",,,3,false,4,false,4,false,0,false,0,4,17,0,"AFC,AMP,AMS,CT51.5,IF4,LG,MHQ8,TUR(3/4/4,IF4)",https://i.ibb.co/YRpjk0Q/nishikigoi-proto.png
4730,No-Dachi,NDA-1K,37,BM,3,"10""",,,3,false,3,false,1,false,0,false,2,6,3,0,"MEL,TSM",https://i.ibb.co/F5JkgRk/no-dachi-3067.png
4732,No-Dachi,NDA-2K,43,BM,3,"10""",,,4,false,3,false,1,false,0,false,3,7,3,0,"ECM,MEL,TSM",https://i.ibb.co/F5JkgRk/no-dachi-3067.png
4733,No-Dachi,NDA-2KO,43,BM,3,"10""",,,5,false,4,false,0,false,0,false,1,7,3,0,"ENE,MEL,REAR1/1/-,TSM",https://i.ibb.co/F5JkgRk/no-dachi-3067.png
4737,Nuberu Anti-Aircraft Tank, ,22,CV,3,"6""t",,,1,false,2,false,2,false,0,false,0,5,4,0,"CASE,FC,FLK1/1/1,RFA,SRCH,TUR(1/2/2,FLK 1/1/1)",https://i.ibb.co/fnmtk4T/nuberu-proto.png
4739,"HMRV (Hazardous Materials Recovery Vehicle) ""Oppie""",O-65,12,SV,3,"4""t",,,0,false,0,false,0,false,0,false,0,8,9,0,"BAR,CT23,ENE,ENG,HTC,LG,MASH,MEL,MSW,SEAL,SRCH",https://i.ibb.co/hLC4qQF/O-65-3075.png
4740,"HMRV (Hazardous Materials Recovery Vehicle) ""Oppie""",O-66,12,SV,3,"4""t",,,0,false,0,false,0,false,0,false,0,8,9,0,"BAR,CT18,ENE,ENG,HTC,IT5,LG,MASH,MEL,MSW,SEAL,SRCH",https://i.ibb.co/hLC4qQF/O-65-3075.png
4742,Ogotai,A,37,AF,1,8a,,,4,false,4,false,0,false,0,false,2,6,4,2,"BOMB1,FUEL20,SPC,VSTOL",https://i.ibb.co/N1RCFDT/ogotai-trgc.png
4746,Omega,SHP-X4,61,BM,4,"4""",,,5,false,6,false,6,false,0,false,0,14,6,0,"CASEII,C3I,FLK1/1/1,LG,MHQ2",https://i.ibb.co/Zc6DDYz/omega-jfr.png
4747,Oni,ON-1,33,AF,2,7a,,,3,false,3,false,2,false,0,false,1,4,4,2,"BOMB2,FUEL16,PNT1,SPC,VSTOL",https://i.ibb.co/xS45YrW/oni-3067.png
4748,Ontos Heavy Tank,HEAT,32,CV,4,"6""t",,,3,false,4,false,2,false,0,false,0,6,5,0,"IF1,SEAL,SRCH,TUR(3/4/2,IF1)",https://i.ibb.co/qpNLdB4/ontos-proto.png
4749,Ontos Heavy Tank,X All-Aspect Assault Tank,31,CV,4,"6""t",,,5,false,5,false,1,false,0,false,0,4,5,0,"IF1,SEAL,SRCH,TUR(5/5/1,IF1)",https://i.ibb.co/ZxHZyd9/ontos-heavy-tank-rg.png
4750,Orc, ,12,PM,1,"12""",,,1,false,1,false,0,false,0,false,0,1,1,0,,https://i.ibb.co/1sQgPkw/orc-3075.png
4751,Orc,2,11,PM,1,"12""",,,0,false,0,false,0,false,0,false,0,1,1,0,IF0*,https://i.ibb.co/1sQgPkw/orc-3075.png
4752,Orc,3,12,PM,1,"12""",,,1,false,1,false,0,false,0,false,0,1,1,0,,https://i.ibb.co/1sQgPkw/orc-3075.png
4753,Orc,4,10,PM,1,"12""",,,1,false,0,false,0,false,0,false,0,1,1,0,,https://i.ibb.co/1sQgPkw/orc-3075.png
4755,Orion,ON1-C,27,BM,3,"8""",,,2,false,2,false,1,false,0,false,0,5,6,0,,https://i.ibb.co/RQtFnVz/orion-prim.png
4756,Orion,ON1-MA,39,BM,3,"8""",,,4,false,5,false,3,false,0,false,0,7,3,0,"CASE,FLK1/1/1,IF1",https://i.ibb.co/qmFjQFg/orion-rg.png
4757,Orion,ON1-MB,36,BM,3,"8""",,,3,false,4,false,2,false,0,false,0,7,3,0,"CASE,IF1,LRM1/1/1,SNARC",https://i.ibb.co/qmFjQFg/orion-rg.png
4758,Orion,ON1-MC,40,BM,3,"8""",,,5,false,5,false,1,false,0,false,0,7,3,0,"C3S,CASE,FLK1/1/1,MHQ1",https://i.ibb.co/qmFjQFg/orion-rg.png
4759,Orion,ON1-MD,40,BM,3,"8""",,,5,false,5,false,2,false,0,false,0,7,3,0,"CASE,IF1,LRM1/1/1,SNARC",https://i.ibb.co/qmFjQFg/orion-rg.png
4760,Orion,ON1-M-DC,37,BM,3,"8""",,,3,false,4,false,2,false,0,false,0,7,3,0,"CASE,FLK1/1/1,IF1,LRM1/1/1,MHQ1,SNARC",https://i.ibb.co/qmFjQFg/orion-rg.png
4761,Orion,ON3-M,37,BM,3,"8""",,,3,false,4,false,3,false,0,false,0,7,3,0,"CASEII,IF1,TAG",https://i.ibb.co/FVNBvDQ/orion-xtr.png
4763,Osiris,OSR-3D,32,BM,1,"16""/8""j",,,3,false,3,false,0,false,0,false,1,3,1,0,JMPW2,https://i.ibb.co/rmnGc16/osiris-3067.png
4764,Osiris,OSR-4D,27,BM,1,"16""j",,,2,false,2,false,0,false,0,false,2,3,1,0,ENE,https://i.ibb.co/rmnGc16/osiris-3067.png
4766,Osteon,A,61,BM,4,"6""",,,3,false,3,false,3,false,0,false,4,10,10,0,"CASE,CR,ECM,IF2,MHQ1,NOVA,OMNI,PRB,RCN",https://i.ibb.co/b2f8knJ/osteon-wor.png
4767,Osteon,Prime,79,BM,4,"6""",,,10,false,7,false,4,false,0,false,1,10,10,0,"CASEII,CR,ECM,IATM10/7/4,MHQ1,NOVA,OMNI,PRB,RCN",https://i.ibb.co/b2f8knJ/osteon-wor.png
4769,Ostwar,OWR-2M,34,BM,3,"6""",,,3,false,3,false,2,false,0,false,1,6,5,0,IF1,https://i.ibb.co/9t5C24S/ostwar-prim.png
4780,Pacifier,CCU-36 SecurityMech,11,IM,1,"6""",,,1,false,1,false,0,false,0,false,0,2,3,0,"AFC, FC, IF0*",https://i.ibb.co/FYFpXWN/pacifier-irreg.png
4783,Pandarus,LFA-1A,36,BM,3,"8""",,,1,false,3,false,2,false,0,false,0,7,6,0,"CASEII,IF2",https://i.ibb.co/qdktqbQ/pandarus-proto.png
